文本内容,时间,点赞,评论,转发
【#当古代神话遇上梦天舱#！DNA真的动了！】从“嫦娥”奔月到“天问”探火，从“北斗”指路到“天宫”揽胜，中国航天让#神话故事和科学探索实现梦幻联动#！戳视频，看跨越时空的古今对话，看中国人天宫逐梦如何步步成真。转发！一起见证梦天实验舱成功发射。 http://t.cn/A6oW8yk9 ???,Mon Oct 31 17:04:52 +0800 2022,32813,3226,8648
【独家混剪！#4K升格镜头看梦天发射#】梦天升空，圆梦九天！#多机位全记录梦天发射瞬间#↓↓↓ http://t.cn/A6oWQ4C3 ???,Mon Oct 31 16:42:16 +0800 2022,2744,254,809
【骄傲见证！#又见发射成功大红屏#！】#梦天舱发射圆满成功#！梦天路上，一步一个脚印；圆梦途中，一步一个台阶！中国航天，加油！ ???,Mon Oct 31 15:57:30 +0800 2022,3316,400,517
【转发祝贺！#梦天舱发射圆满成功#】10月31日15时37分，搭载空间站梦天实验舱的长征五号B遥四运载火箭，在我国文昌航天发射场准时点火发射，梦天实验舱与火箭成功分离并准确进入预定轨道，发射任务取得圆满成功。后续，梦天实验舱将按照预定程序与空间站组合体交会对接。完成有关功能测试后，梦天实验 ???,Mon Oct 31 15:51:40 +0800 2022,9164,1565,70004
【一起见证！#梦天发射升空激动瞬间#】刚刚，梦天实验舱搭乘长征五号B遥四运载火箭发射升空。一起看升空激动瞬间↓↓#神十四乘组迎接梦天舱到来#，加油，中国航天！ http://t.cn/A6oWYOLa ???,Mon Oct 31 15:41:59 +0800 2022,4059,441,959
【#七部门联合发文规范明星广告代言#】市场监管总局等七部门联合印发《关于进一步规范明星广告代言活动的指导意见》。规范企业选用明星开展广告活动，自觉#抵制选用违法失德明星作为广告代言人#。规定#明星不得为未使用过商品作推荐#、不得为烟草及烟草制品（含电子烟）、校外培训、医疗、药品、医疗器 ???,Mon Oct 31 15:27:37 +0800 2022,5133,520,666
【#被熊猫宝宝的笑容萌化了#[心]】大熊猫的治愈系微笑集锦，快来查收。网友：我能看一整天！分享↓↓http://t.cn/A6oOmUpM ???,Mon Oct 31 14:54:17 +0800 2022,1186,315,370
【圆梦天宫！#梦天舱今天下午发射#】据中国载人航天工程办公室消息，目前，长征五号B遥四运载火箭已完成推进剂加注，瞄准北京时间2022年10月31日15时37分，在我国文昌航天发射场发射空间站梦天实验舱。#梦天舱发射时间#（余建斌 巩晗 朱笑纾 ???,Mon Oct 31 14:13:35 +0800 2022,6820,1117,1188
【#钱学森回国路有多难#】1955年，在美国经历五年阻挠与折磨的钱学森，终于如愿回到了祖国。在通过罗湖口岸之前，钱学森全家做了最坏的打算：他们一家人商量好，一听到枪响，钱学森爱人蒋英把孩子交给另外两个人带，然后立刻卧倒…今天，钱学森逝世13周年，听钱老归国的故事↓↓缅怀，致敬！ ???,Mon Oct 31 14:10:13 +0800 2022,1841,189,364
【辛苦了！#民警在海拔2800多米边关踏雪巡逻#】10月30日，新疆伊犁部分边境山区受冷空气影响突降大雪。驻守在边境警务站的民警辅警冒着严寒，翻越冰达坂、趟过冰河、穿过险峰，踏雪巡逻在海拔2800多米的边境线上，认真排查各类隐患，筑牢边境安全屏障。网友：感谢守护！ ???,Mon Oct 31 13:24:06 +0800 2022,2785,501,613
【美！#梦天出征前与晚霞同框画面太浪漫#】10月30日傍晚，文昌航天发射场，梦天实验舱出征前遇上绝美晚霞。一起感受浪漫画面↓↓#梦天出征前遇上绚丽晚霞# ???,Mon Oct 31 12:43:17 +0800 2022,3115,671,784
【转需！#这几招教你缓解眼睛干涩#】眼睛痒、干涩、偶尔刺痛，有时像进了异物却找不到，你有这些症状吗？泪水“干涸”带来的问题，不能光靠眼药水解决。哪些人群的眼睛最“缺水”？#怎样正确给眼睛补水#？戳图了解↓↓@生命时报 ???,Mon Oct 31 11:53:56 +0800 2022,1739,343,1383
【正在直播：#直击梦天舱出征#】空间站梦天实验舱出征在即，@人民日报 带来#梦天实验舱发射直播#，一起见证！  http://t.cn/A6oW6Fao ???,Mon Oct 31 11:08:07 +0800 2022,6153,1099,1230
【与你有关！11月起这些新规将影响你我生活】①#11月起对电子烟征消费税#；②新版《机动车驾驶员培训管理规定》施行，#鼓励驾校先培训后付费#；③首批中小学数字教材国家标准实施；④天津：禁止为未成年人提供充值、电商等服务；⑤江苏明确心理治疗可医保支付。更多↓↓ ???,Mon Oct 31 10:36:37 +0800 2022,1390,267,558
【#15位青年学者获百万科研大奖# 新一代中国科学家向世界级难题发起挑战】今天，第五届达摩院青橙奖名单公布，15位中国青年科学家获得百万奖金及科研支持。他们参与拍摄人类首张黑洞照片，研制中国首台液相“分子电影”装置，助力中国实现“量子优越性”…平均年龄仅33岁，他们却均已在重大科研攻坚中 ???,Mon Oct 31 10:03:24 +0800 2022,11452,382,10772
【梦幻！#梦天出征前遇上绚丽晚霞#】4K延时拍摄中国文昌航天发射场遇上炫丽晚霞，如梦如幻！#多机位看梦天长五组合体#↓↓梦天出征在即，祝福梦天！（余建斌 巩晗 朱笑纾 http://t.cn/A6oWI6K5 ???,Mon Oct 31 09:25:25 +0800 2022,1787,534,768
【#10月30日增479例本土确诊# #10月30日增2220例本土无症状#】10月30日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例521例。其中境外输入病例42例（福建11例，广东8例，内蒙古6例，四川5例，辽宁4例，上海4例，北京2例，江苏1例，云南1例），含2例由无症状感染者转为确诊病例 ???,Mon Oct 31 09:03:21 +0800 2022,761,376,208
【凡人英雄！#飞身救下2岁小孩的她失去左臂#】10月2日，四川遂宁，眼见一名2岁小孩将被卷入货车车底，冉体兰不顾危险，飞身将其拉住，小孩得救，她却永远失去了左臂。“孩子才两岁，一只手换一条命，值了。”冉体兰直言这是不幸中的万幸。当地表示，冉体兰的行为符合“见义勇为”申报标准，将给予表彰 ???,Mon Oct 31 08:51:06 +0800 2022,23129,1115,777
【#下一站天宫空间站#！一组数字看懂梦天实验舱】梦天实验舱是组成中国空间站基本构型的三个舱段之一。随着梦天实验舱发射入轨，与天和核心舱交会对接并完成转位，#中国空间站将形成三舱T字基本构型#。梦天实验舱有什么特点？未来将会承担哪些任务？↓↓下一站，天宫空间站，一同期待！ ???,Mon Oct 31 08:02:11 +0800 2022,1711,488,698
【#钱老命名的航天人正接续奋进#，便是对先生最好的告慰！】“导弹”由钱学森命名：如今，火箭军奋力打造新型导弹方阵；“航天员”由钱学森命名：迄今14名航天员登上太空；“航天”由钱学森命名：梦天发射在即，不久中国空间站建造将全面完成。钱学森逝世13周年，缅怀！#钱学森出现在新中国最早的春晚# ???,Mon Oct 31 07:30:38 +0800 2022,5365,708,1199
【#10月最后一天#，不辜负时光，遇见更好的自己】面对生活的考验，用点滴努力去积攒充足的底气，方能不负当下，不畏将来。坚持每日自省、敢于接纳自己、坚持读书与运动，控制好自己的情绪……坚持做好这9件小事，把独一无二的人生过得充实而无憾。10月最后一天，用饱满的精神状态迎接更好的自己。早安 ???,Mon Oct 31 07:00:28 +0800 2022,4230,1819,2885
【#你好，明天#】明确“不得因产假哺乳限制女职工晋职”，新修订的妇女权益保障法进一步保障妇女依法享有和行使各项权益。消除痛点，促进妇女全面发展；打通堵点，让妇女更有法治获得感。依法保障妇女权益，让“她力量”更尽情绽放。 ???,Sun Oct 30 23:10:47 +0800 2022,3948,972,610
【夜读：影响一生的五大定律】①五分钟定律：当你想做一件事，要在5分钟内开始行动。②揉面定律：把挫折当成要往面粉里掺的水，揉面的过程就是韧性成长的过程。③在乎定律：放下的那一刻，才能真正的无所畏惧。④苹果定律：找到当下最核心最重要的事。⑤累积定律：人生的路，每一步都算数。  ???,Sun Oct 30 22:46:11 +0800 2022,3687,1173,1961
【秋日限定！#北京地坛公园银杏满目金黄#[心]】近日，北京地坛公园的银杏树色泽金黄，与古建筑交相辉映，古韵十足。网友：#银杏把北京秋日氛围感拉满了#↓↓ ???,Sun Oct 30 22:16:44 +0800 2022,4239,1150,1478
【#王楚钦击败张本智和夺冠#】#王楚钦vs张本智和# 在刚刚结束的新乡WTT世界杯决赛2022男单决赛中，中国队选手@王楚钦___ 以4:2击败日本队头号男单张本智和夺得冠军。这也是王楚钦在一个月内继成都世乒赛团体赛、WTT澳门冠军赛之后，获得的第三个冠军。恭喜！（人民日报记者孙龙飞、王者） ???,Sun Oct 30 21:49:24 +0800 2022,20035,2233,2788
【转发提醒！#下周新一轮冷空气无缝衔接#，#中东部开启降温模式#】据@中国天气 ，预计今天夜间至11月1日，华北北部、东北地区等地自西向东将有雨雪天气。这股冷空气影响结束后，11月2日至4日还将有新一股冷空气影响我国大部地区。其中，中东部将有4-8℃降温。看看你家要降温了吗？注意保暖！ ???,Sun Oct 30 21:19:50 +0800 2022,1479,418,340
【精彩！#陈梦孙颖莎23拍对攻上演强者对决#】新乡WTT世界杯决赛，@陈梦-乒乓球 @孙颖莎 23拍相持，每一板都是高质量，令人目不暇接。网友：神仙打架的一球！#孙颖莎夺世界杯冠军# http://t.cn/A6oOlOYk ???,Sun Oct 30 20:56:14 +0800 2022,6599,566,501
【#孙颖莎夺世界杯冠军#】#孙颖莎vs陈梦# 在刚刚结束的新乡WTT世界杯决赛2022女单决赛中，中国队选手@孙颖莎 以4:3战胜队友陈梦，夺得女单冠军。陈梦@陈梦-乒乓球 获得亚军。此前中国女队已经包揽了女单四强。恭喜！（人民日报记者孙龙飞、王者） ???,Sun Oct 30 20:26:44 +0800 2022,41461,3628,4969
【#踩踏现场摔倒后如何自救#？】据央视，在踩踏现场，一旦摔倒如何紧急自救？可以寻找墙角，靠近墙角可以保护自己。另外摔倒后记住这些姿势：①双膝尽量前屈，这样可以护住胸腔和腹腔的重要脏器。②可以尽量侧躺在地，两手十指交叉相扣，护住后脑和颈部。③两肘向前，护住双侧太阳穴。应急管理部将这些 ???,Sun Oct 30 19:55:48 +0800 2022,4083,544,1255
【英雄走好！#24岁消防员扑救山火不幸牺牲#】近日，四川省森林消防总队阿坝州支队消防员冯坪坪在湖南山火扑救过程中英勇负伤，因伤重不幸牺牲，年仅24岁。应急管理部森林消防局给其追记一等功，并批准为烈士。30日下午，冯坪坪烈士的遗体运抵重庆，魂归故里。一路走好！http://t.cn/A6oOp8mj ???,Sun Oct 30 19:11:59 +0800 2022,5920,874,607
【每一帧都是壁纸！#150秒感受海军镜头里的海天秋色#[心]】#在海上看日出日落是什么感受#？金色朝阳，火红夕阳，霞光变幻，辽阔海天……海军第41批护航编队返航途中，官兵用镜头记录下沿途美景↓↓http://t.cn/A6oOpsYo ???,Sun Oct 30 18:34:51 +0800 2022,2052,441,620
【安全可靠能力强！#揭秘梦天实验舱专属座驾#】目前，梦天实验舱与长征五号B遥四运载火箭组合体已转运至发射区。长征五号B运载火箭是我国低轨运载能力最强火箭，这也是它第三次负责空间站舱体的发射任务。梦天实验舱“座驾”――长征五号B遥四运载火箭究竟有啥玄机？戳视频了解↓http://t.cn/A6oOS7LJ ???,Sun Oct 30 17:56:49 +0800 2022,1241,266,283
"【郑州：全力以赴确保富士康员工顺利安全返乡】据郑州发布：10月30日，记者从郑州航空港区疫情防控指挥部获悉，富士康将统一组织人员和车辆，全力以赴确保富士康员工顺利安全返乡。
据了解，本次疫情发生后，航空港区立即进入应急状态，组建省市专家指导团队，开展疫情风险评估和形势研判，加强一线处 ???",Sun Oct 30 17:17:02 +0800 2022,6404,2802,1440
【注意！#秋冬经常眼睛干涩要警惕这些眼病#】医生表示，病毒性感冒有可能导致病毒性角膜炎、病毒性虹膜炎，其表现为眼睛干涩、畏光、流泪。如果感冒后以上症状持续几天，一定要去医院救治。此外，秋冬眼睛干涩可能是眼结石复发。医生介绍#三个办法缓解眼部干涩#↓↓↓转需！http://t.cn/A6oOvOqi ???,Sun Oct 30 16:34:05 +0800 2022,927,278,400
【#千余名海军新兵授枪场面震撼#】近日，北部战区海军某训练基地，2022年秋季入伍的千余名新兵精神抖擞，威严列队，迎来了他们期待已久的高光时刻授枪仪式。现场誓言铮铮，战士们铁骨刚强，场面十分震撼。http://t.cn/A6oOyvYJ http://t.cn/A6oOatIk ???,Sun Oct 30 15:43:58 +0800 2022,3199,609,689
"【习近平就韩国首尔踩踏事故向韩国总统尹锡悦致慰问电】10月30日，国家主席习近平就韩国首尔发生踩踏事故，造成重大人员伤亡向韩国总统尹锡悦致慰问电。

习近平表示，惊悉韩国首都首尔发生踩踏事故，造成重大人员伤亡。我代表中国政府和中国人民，对遇难者表示深切的哀悼，向遇难者家属和伤者致以诚挚 ???",Sun Oct 30 14:49:23 +0800 2022,2844,668,291
#什么是红旗渠精神#【#300名青年凭双手打通616米隧洞#】红旗渠建设时期，300多名青年团结协作，艰苦奋斗，仅凭双手和钢钎铁锤，奋战17个月，终于在1961年7月，打通了总长616米的咽喉隧洞――青年洞，夺得了修建红旗渠的决定性胜利。http://t.cn/A6oK8F5k ???,Sun Oct 30 14:18:56 +0800 2022,4392,644,1263
【#新修订的妇女权益保障法审议通过#，明确#不得因产假哺乳限制女职工晋职#】据@人民法院报 ，10月30日上午，第十三届全国人大常委会第三十七次会议审议通过新修订的妇女权益保障法。在完善劳动和社会保障权益方面，新修订的妇女权益保障法规定，消除就业性别歧视，明确就业性别歧视的具体情形，将就业 ???,Sun Oct 30 13:38:45 +0800 2022,12228,2147,2149
【#韩国踩踏事故已确认4名中国公民遇难#，#外交部领保中心启动应急机制#】10月29日晚，韩国首尔梨泰院发生踩踏事故，目前已确认有4名中国公民不幸遇难。外交部领事保护中心第一时间启动应急机制，部署驻韩国使馆做好应急处置。驻韩使馆连夜向韩相关部门核实了解情况，要求韩方尽最大努力做好救治和善后 ???,Sun Oct 30 12:57:42 +0800 2022,3925,883,452
【#中国天眼球面反射面积相当于30个足球场#】位于贵州平塘的“中国天眼”FAST，是目前世界上最大、灵敏度最高的单口径射电望远镜。它的球面反射面积达25万平方米，相当于30个足球场。如果给这口“大锅”倒满，需要全球70多亿人每人4瓶500ml的水。落成启用六年来，#中国天眼发现脉冲星超660颗#。 ???,Sun Oct 30 12:25:07 +0800 2022,1926,458,612
【转发提醒！#3名中国公民在韩踩踏事故中遇难#，#中国驻韩使馆发布提醒#】截至目前，韩国首尔梨泰院踩踏事件已造成151人死亡、82人受伤，其中3名中国公民不幸遇难。驻韩国大使馆提醒在韩中国公民加强安全防范：①重视人身安全。②做好疫情防护。③报备个人信息。如遇紧急情况，及时报警并与使馆取得联 ???,Sun Oct 30 11:22:47 +0800 2022,11066,949,983
【致敬！#这是人民子弟兵的手#】无论严寒酷暑，它始终在训练场上摸爬滚打，饱经沧桑。它或许并不细嫩，却成就了中国军人无数的辉煌时刻，撑起了保家卫国的责任与担当。军人的手，是忠诚和坚毅的代名词。网友：#人民子弟兵的手令人心疼#↓↓辛苦了！http://t.cn/A6oOZx8D ???,Sun Oct 30 10:46:19 +0800 2022,5805,996,1219
【WTT世界杯决赛：#王楚钦今晚对战张本智和#】世界乒乓球职业大联盟（WTT）世界杯决赛将于今晚举行。29日，王楚钦在男单半决赛中4:3险胜马龙闯入决赛，将与日本选手张本智和争夺冠军。女单方面，孙颖莎、陈梦分别战胜队友王艺迪、王曼昱，会师决赛。#中国队提前包揽WTT世界杯女单冠亚军#为中国选手加油 ???,Sun Oct 30 10:05:05 +0800 2022,19368,1316,564
【正在直播：#2022中科院科学节#｜科学家带你“硬核”秋游】好奇探索未知，科学连接未来。10月29日与30日，中科院科学节北京主场活动来啦！在这里，有科学与艺术结合的表演舞台，有好玩的趣味科学实验，有国家重点实验室的开放呈现，还有科学家陪你“硬核”秋游……中科院科学节，带你登陆好奇星球！   ???,Sun Oct 30 09:31:11 +0800 2022,1697,218,244
【#10月29日新增353例本土确诊# #10月29日新增1566例本土无症状#】10月29日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例401例。其中境外输入病例48例（福建14例，广东14例，北京5例，辽宁3例，四川3例，内蒙古2例，江苏2例，云南2例，天津1例，上海1例，山东1例），含5例由无 ???,Sun Oct 30 09:03:51 +0800 2022,868,590,190
【中国驻韩国大使馆：#韩国踩踏事故已确认1名中国公民遇难#】中国驻韩国大使馆向人民日报记者表示，当地时间10月29日晚，韩国首尔龙山区梨泰院发生踩踏事故后，使馆立即启动应急机制，连夜联系韩警方及消防等相关部门了解事故原因及死伤者国籍信息，同时密切关注网络和社交媒体平台是否有我公民求助情 ???,Sun Oct 30 08:51:00 +0800 2022,1822,675,389
【#都快入冬了怎么还会有台风#？收好这份#11月入冬保暖指南#】10月底到11月初，一股冷空气影响北方，自西向东带来雨雪、大风降温天气。同时，今年第22号台风“尼格”正在不断靠近，强度还将有所发展。哪些地区需格外警惕风雨影响？冷空气影响下昼夜温差较大，早出晚归做好保暖工作↓↓↓ ???,Sun Oct 30 08:15:24 +0800 2022,1243,502,688
【#韩国首尔踩踏事故已致149死#】当地时间10月29日晚，韩国首尔龙山区梨泰院一带发生大规模踩踏事故。据韩国消防部门消息，截至30日6时，事故已造成149人死亡，76人受伤。记者从中国驻韩国大使馆获悉，使馆正在积极与韩国警方联系，暂未收到中国公民在事故中伤亡的通报。（人民日报记者马菲） ???,Sun Oct 30 07:30:16 +0800 2022,3098,868,626
【越活越年轻的9件小事，愿你每一天都活出精彩】保持童心，让生活更加开心自由；记得微笑，积极面对生活中的各种际遇；衣冠整洁，对生活充满希望；多交真诚善良的朋友；心态放平，遇事豁达；懂得控制自己情绪……9个越活越年轻的小习惯，积极面对生活，愿你每一天都活出精彩。周末，早安！ ???,Sun Oct 30 07:00:18 +0800 2022,3823,1907,2635
【#你好，明天#】准备好了！梦天实验舱发射在即，中国空间站建造进入收官阶段。精心准备、精心组织、精心实施，保证“零窗口”发射，为的就是确保圆满成功。梦天路上，一步一个脚印；圆梦途中，一步一个台阶。一起期待激动人心的时刻到来，中国航天加油！ ???,Sat Oct 29 23:05:40 +0800 2022,6447,2381,2861
【夜读：从4个处世细节，看一个人是否靠谱】①守时不拖沓：越守时的人，往往越靠谱。②行为有担当：所谓担当，就是遇到事情时不畏惧、不推责。③做事有始有终：只要制定了目标，就稳步推进、善始善终，这才是靠谱。④做人有底线：做事有始有终、做人有底线，胜过一切花言巧语。共勉！  ???,Sat Oct 29 22:30:48 +0800 2022,3225,1276,1445
【#庐山云海如瀑倾泻而下#】近日，江西庐山迎来今年入秋以来首次雨雾天气。10月27日上午，在庐山小天池景点，“瀑布”云从山顶倾泻而下，奔腾向前，在峡谷之中掀起朵朵“浪花”。http://t.cn/A6o0o7Kt ???,Sat Oct 29 21:59:57 +0800 2022,2261,538,642
【#3个简单动作缓解头痛#】头痛是最常见的慢性疼痛，有时候头痛发作，按摩一下太阳穴或是某个地方，症状就会好转很多。先找到让你头痛的肌肉，#3个动作帮你改善局部肌肉紧张#，缓解头痛↓↓（生命时报） ???,Sat Oct 29 21:01:00 +0800 2022,3918,595,2162
【#那些年你被名字欺骗过的美食#】鱼香肉丝里没有鱼，虎皮尖椒没虎皮……不少美食的名字里都藏着“小心机”。《清明上河图》中有一款没有荔枝的荔枝膏，要制作这款美食可不简单，由于#每个朝代的半斤八两都不一样#，计算食材的用量可是非常烧脑，戳↓看“馔家族”如何还原这道历史美食。  ???,Sat Oct 29 20:23:08 +0800 2022,2253,556,554
【#空间站组合体与地球同框有多美#】梦天实验舱发射在即，届时中国空间站将形成三舱“T”字基本构型。伴着美丽的钢琴声，在梦天出征前，一同欣赏空间站组合体与地球同框的绝美画面。http://t.cn/A6o0fVcI ???,Sat Oct 29 19:48:37 +0800 2022,1276,297,345
【正在直播：#国家大剧院合唱团音乐会#】10月29日，国家大剧院合唱团呈现一场以“荣光与梦想”为主题的合唱音乐会。本场音乐会既有传唱红色经典、弘扬主旋律的《唱支山歌给党听》《没有共产党就没有新中国》《北京颂歌》，更有《新时代的歌谣》《新时代的我们》《春天中国》《美丽中国》等最新力作。   ???,Sat Oct 29 19:21:26 +0800 2022,1390,190,220
【长知识！#这个字居然要172笔才能写完#】本来以为“biang”字很难写的了，没想到还有个“huang”字？172画的“huang”字，你会写吗？戳视频↓#笔画最多的字不是biang是huang#http://t.cn/A6o0cOhJ ???,Sat Oct 29 18:57:53 +0800 2022,11207,923,1158
【深秋遇初雪！#云南白马雪山绝美秋冬景色#】近日，云南省迪庆藏族自治州德钦县白马雪山降下深秋第一场雪，金黄色的高山针叶林与皑皑白雪同框出镜，秋冬交融，分外美丽。 http://t.cn/A6o0tkdI ???,Sat Oct 29 18:11:08 +0800 2022,1511,482,524
【#2300多岁龙脊梯田全是中国人的智慧#[丰收了]】广西大寨村境内的龙脊梯田有长达2300多年耕种历史，高空俯视龙脊梯田，像铺上了一层绿色绒毯的天梯。1万多亩的梯田，层级达1000多级，落差800多米，形成了如链似带的线条。万亩龙脊梯田至今延续传统的耕种方式，保持农田的原始风貌。  ???,Sat Oct 29 17:37:41 +0800 2022,4185,980,1356
"【#梦天实验舱等待正式发射#】今天上午，在文昌航天发射场的测试发射大厅，工作人员组织梦天实验舱发射前最后一次系统间全区合练。各系统完成了相关功能检查，准备就绪，等待正式发射任务。在梦天实验舱发射转位之后，中国空间站“T”字基本构型即将在轨组装完成。#一个视频了解中国空间站成长历程#↓
 ???",Sat Oct 29 16:51:47 +0800 2022,1589,394,534
【日子不慌不忙，我们来日方长】人生的脚步常常走得太匆忙，请记得多回头看一看我们的爱人、亲人和朋友，看他们是否安好，因为他们将是我们心灵的休憩之所。世界上最幸福的事，莫过于一家人整整齐齐，即使是粗茶淡饭也饶有滋味。 ???,Sat Oct 29 16:29:10 +0800 2022,4356,826,2356
【#研究生报考将迎来专硕热#】眼下，2023年全国硕士研究生招生考试网上报名工作结束，各地陆续进入考生上传材料网上确认阶段。在近年来的研究生招生考试中，专业硕士的招生培养规模正稳步增长，预计2025年专硕将扩招至研究生三分之二，成为未来考研的报考主流。#学硕和专硕有什么区别#？  ???,Sat Oct 29 16:01:48 +0800 2022,3853,396,498
【#汉书是怎样炼成的#】《汉书》是中国纪传体断代史书开山之作，共百篇，约八十余万字，“起元高祖，终于孝平王莽之诛”，完整记录了西汉一朝二百三十年的盛衰兴亡。班彪奠定基础，班固断汉为史，班昭接续修撰，班家两代人历时数十载，终于修成《汉书》！戳↓一起了解《汉书》背后的传奇故事。 ???,Sat Oct 29 15:34:50 +0800 2022,5314,572,931
【#黑龙江跑冰排#】连日来，黑龙江漠河市气温持续走低，最低气温降至-15℃以下，#黑龙江漠河段进入流冰期#。江面上形态各异的冰排、冰絮、冰块随波翻腾，顺流而下。不到一个月的秋季流冰期结束后，江河就会完全封冻。专家预计，11月中旬黑龙江漠河段将全面封江。（新闻夜航） http://t.cn/A6o0yCVY ???,Sat Oct 29 14:57:18 +0800 2022,1104,249,263
【转存！#党的二十大报告学习工具#】戳链接→http://t.cn/A6o0v2zW 收藏学习！ ???,Sat Oct 29 14:17:07 +0800 2022,13926,1180,13447
【收藏！#21式作业服胸标臂章#】解放军和武警部队21式作业服臂章、胸标在北京展览馆展出↓↓一起看！（央广军事）http://t.cn/A6o0AhSL ???,Sat Oct 29 13:35:02 +0800 2022,3664,422,1011
【醉美！#秦岭橙黄橘绿时#】“一年好景君须记，最是橙黄橘绿时。”金秋时节，秦岭翠华山层林尽染、色彩斑斓，犹如大自然描绘的一幅绝美七彩画卷。http://t.cn/A6opzTGm ???,Sat Oct 29 13:12:31 +0800 2022,2650,715,1094
