文本内容,时间,点赞,评论,转发
【太热情！#消防员猝不及防被塞感谢鸭#】28日，湖南新田县。增援永州新田的消防员返程时，永州人民夹道欢送。消防员挥手向群众告别，猝不及防被塞“感谢鸭”。温馨提示：过于沉浸，请抓稳手机。 http://t.cn/A6o07EB7 ???,Sat Oct 29 12:14:05 +0800 2022,5190,649,523
【#4分钟在家做有氧#】①开合跳；②自重深蹲；③前后箭步蹲；④提膝压肘；⑤胯下击掌；⑥深蹲开合；⑦触脚踝跳；⑧高抬腿下压。量力而行，转存试试~（邯郸消防） http://t.cn/A6o0P6Gh ???,Sat Oct 29 11:26:28 +0800 2022,7144,630,4629
【恭喜！#唐钱婷超女子50米蛙泳短池亚洲纪录#】在刚刚结束的2022短池世锦赛达标赛女子50米蛙泳预赛中，18岁小将唐钱婷游出29秒43的成绩，超过了29秒57的亚洲纪录。（人民日报记者孙龙飞 王亮） ???,Sat Oct 29 11:02:19 +0800 2022,3559,551,461
#11月天象预告#【#11月8日红月亮#】11月，将上演精彩月全食天象。这次月全食的初亏将发生在11月8日17时09分，食既18时16分，食甚18时59分，生光19时42分，复圆20时49分。我国大部分地区人们都可以看到月全食的全食阶段，即“红月亮”，越往东部地区，观测条件越好。（央视） http://t.cn/A6opk6ig ???,Sat Oct 29 10:05:23 +0800 2022,1654,473,638
【正在直播：#2022中科院科学节# |科学家带你“硬核”秋游】好奇探索未知，科学连接未来。10月29日与30日，中科院科学节北京主场活动来啦！在这里，有科学与艺术结合的表演舞台，有好玩的趣味科学实验，有国家重点实验室的开放呈现，还有科学家陪你“硬核”秋游……中科院科学节，带你登陆好奇星球！   ???,Sat Oct 29 09:34:37 +0800 2022,1496,200,213
【#试验二十号C星成功发射#】10月29日9时01分，我国在酒泉卫星发射中心使用长征二号丁运载火箭，成功将试验二十号C星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功，该卫星主要用于空间环境监测等新技术在轨验证试验。（余建斌、喻鹏、王茄欢、郑伟杰、汪江波） ???,Sat Oct 29 09:25:37 +0800 2022,1856,468,481
【#10月28日新增324例本土确诊# #10月28日新增1153例本土无症状#】10月28日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例377例。其中境外输入病例53例（广东14例，福建13例，四川7例，北京5例，上海5例，天津4例，内蒙古3例，江苏1例，云南1例），含6例由无症状感染者转为确诊 ???,Sat Oct 29 09:05:04 +0800 2022,558,231,124
【关键时刻能救命！#今天世界卒中日#，这些科普要知道】卒中俗称“中风”，数据显示，我国每年新发中风病例大约180万人，中风已成为我国老年人致死致残的首要疾病。卒中的高危因素和高危时刻有哪些？该如何预防，又有哪些认识误区？#对照自测是否为卒中高危人群#↓↓9图科普，为家人的健康转！ ???,Sat Oct 29 08:30:29 +0800 2022,2223,497,1767
【WTT世界杯决赛：#国乒女单包揽四强#】28日，世界乒乓球职业大联盟（WTT）世界杯决赛进行了男女单打的四分之一决赛，孙颖莎、王曼昱、王艺迪、陈梦均战胜各自对手，包揽女单四强名额。中国队男乒方面，王楚钦、马龙晋级四强。今晚，6位国乒选手将继续出战，争夺决赛名额，为他们加油！ ???,Sat Oct 29 07:57:48 +0800 2022,15544,1311,778
【今天，#纪念先驱李大钊#】他是中国最早的马克思主义传播者，中国共产党的主要创始人之一。他鼓励中国青年“以青春之我”创建“青春之国家”“青春之民族”。1927年，他被捕入狱，备受酷刑，始终严守党的秘密，同年英勇就义，时年38岁。今天#李大钊诞辰133周年#，致敬，缅怀！ http://t.cn/A6op3CMa ???,Sat Oct 29 07:31:08 +0800 2022,10471,1400,2661
【热爱生活，做一个内心有光的人】心里有光，不仅能照亮自己，也能照亮别人。自信自强，保持热爱，以积极的人生态度，义无反顾地追寻梦想。活在当下，接纳自我，每个人都是独一无二的存在。所谓幸福感，源自一颗热爱生活的心。愿你心向阳光，不忧过往，不惧将来。周末，早安！ ???,Sat Oct 29 07:01:11 +0800 2022,4172,1899,2674
【#你好，明天#】“还有三十秒到达战场！”消防员烈士蔡茂强生前最后1条朋友圈令人动容。从救援重庆山火，到扑救湖南新田县森林火灾，有一种使命叫赴汤蹈火、冲锋在前；从汶川地震时被武警战士解救，到成为救民于水火的消防员，有一种传承叫“被光照亮，也要成为火炬”。英雄不朽，致敬！ ???,Fri Oct 28 23:11:35 +0800 2022,3909,838,636
【夜读：自我管理的6个好习惯】①健康管理：管理好自己的身体，别让不规律的作息，毁了一天的精气神。②时间管理：凡事提前10分钟，遇事才能不急不乱。③兴趣管理：让琐碎的日子变成诗，让快乐加倍，让生活多一种可能。④思维管理：坚持深度思考，才能打破自己的旧思维。更多↓ http://t.cn/A6op9kLA ???,Fri Oct 28 22:40:07 +0800 2022,2830,1152,1533
【习近平在陕西延安和河南安阳考察时强调 全面推进乡村振兴 为实现农业农村现代化而不懈奋斗 丁薛祥陪同考察】中共中央总书记、国家主席、中央军委主席习近平近日在陕西省延安市、河南省安阳市考察时强调，全面建设社会主义现代化国家，最艰巨最繁重的任务仍然在农村。要全面学习贯彻党的二十大精神， ???,Fri Oct 28 21:59:48 +0800 2022,1552,252,513
【致敬！#服役39载的特级飞行员光荣停飞#】近日，海军航空大学官兵们为特级飞行员王进举办光荣停飞仪式。王进已服役39载，翱翔蓝天5000余小时。服役期间，他多次执行重大军事任务，曾先后荣立二等功1次、三等功2次。向“老飞”致敬！http://t.cn/A6opfQPD ???,Fri Oct 28 21:13:46 +0800 2022,3486,644,807
【惊艳！#黄河入海口的传统色调#[心]】金盏黄、秋波蓝、靛青……山东黄河入海口，一草一木将中国色完美调和，一步一景却又颜色鲜明。戳视频感受↓http://t.cn/A6op5mNs ???,Fri Oct 28 20:32:08 +0800 2022,2087,469,712
【正在直播：#最美中国戏天仙配#】“树上的鸟儿成双对，绿水青山带笑颜。”作为黄梅戏发展历史上的“里程碑式作品”，《天仙配》展现了真挚朴实的情感以及传统农耕社会的生活图景，成为深受老百姓喜爱的经典。一起看↓↓↓  http://t.cn/A6opM8eB ???,Fri Oct 28 20:02:20 +0800 2022,2055,236,85587
【暖心！#大学生帅气上篮后护送小朋友离场#】近日，广东广州，篮球场上学生们正进行一场球赛。此时两个小男孩突然误入球场，随时有被球砸到的可能。18岁的施同学看到后，上一秒帅气进球，下一秒张开双臂保护两个小朋友安全离开球场。网友：投篮的帅因为这个举动更帅了[赞]http://t.cn/A6op2iDR ???,Fri Oct 28 19:30:16 +0800 2022,2298,245,160
【#6个简单动作活动肩颈#】随着年龄增长，肩关节开始老化，灵活性也会受限，引发肩膀僵硬、疼痛等问题。#6个动作改善肩关节灵活性#，预防肩颈疾病↓↓（生命时报） ???,Fri Oct 28 18:47:23 +0800 2022,2748,406,1647
【外交部：#德国总理朔尔茨将于11月4日访华#】外交部发言人汪文斌宣布：应国务院总理李克强邀请，德国联邦总理朔尔茨将于11月4日对中国进行正式访问。http://t.cn/A6opGeKe ???,Fri Oct 28 18:19:31 +0800 2022,6669,1006,734
【祝贺！#李冰洁超女子1500米自由泳短池亚洲纪录#】在刚刚进行的2022年短池世锦赛达标赛女子1500米自由泳决赛中，国家游泳集训队队员李冰洁@_李冰洁-fighting 以15分41秒80的成绩夺冠，并超过了亚洲纪录（15分44秒84）。恭喜！（孙龙飞 王亮） ???,Fri Oct 28 17:45:26 +0800 2022,2867,464,361
【广东省委主要负责同志职务调整】日前，中共中央决定：李希同志不再兼任广东省委书记、常委、委员职务，黄坤明同志兼任广东省委委员、常委、书记。（????新华社） ???,Fri Oct 28 17:16:11 +0800 2022,1025,163,140
#中方奉劝美方采取理性负责的核政策#【外交部正告：#美方核讹诈吓不倒中国#】10月28日外交部记者会，有记者提问，当地时间27日，美国防部发布《2022年核态势审议报告》。中方对报告有何评论？汪文斌：美方在报告中对中国正常的核力量现代化指手划脚、妄加揣测，明目张胆地针对中国量身定制核威慑战略， ???,Fri Oct 28 16:37:21 +0800 2022,1740,317,318
【英姿飒爽！#军训教官一人走出千军万马之势#】#军训教官出自解放军仪仗大队什么体验#？近日，一名新生军训教官火了。教官邬振中，2020年参军入伍，被选入中国人民解放军仪仗大队，曾参加过建党百年庆祝大会的升国旗任务。如今他退役复学，“虽然训练很苦，但一切都是值得的”。http://t.cn/A6ophxf7 ???,Fri Oct 28 16:18:35 +0800 2022,2217,323,347
【#北京的秋从来不会辜负你#】①奥林匹克森林公园；②地坛公园；③五四大街；④北大红楼；⑤故宫博物院；⑥天坛公园。#北京赏秋地图#，你还知道哪些？ http://t.cn/A6opwOve ???,Fri Oct 28 15:35:13 +0800 2022,2629,596,831
【#南京粉黛乱子草秋日氛围感拉满#】10月，在南京的三桥湿地公园，大片粉黛乱子草盛开延绵，在阳光下如烟似雾，让人仿佛置身于童话世界↓↓http://t.cn/A6oNe9Zr ???,Fri Oct 28 14:48:09 +0800 2022,1628,443,484
"恭喜@兵哥tl 1名用户获得【冬奥同款舒福德智能床】, @郜克学 等20名用户获得【腰枕】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：http://t.cn/A6op72K4",Fri Oct 28 14:23:27 +0800 2022,390,86,57
【暖！#店主大姐一声声宝贝安慰走失幼童#】10月26日，江苏盐城。一名幼童迷路，哭着跑进路边商店。监控记录下，店主把幼童抱在怀里安慰，一声声“宝贝”安慰着走失的他。最终，幼童等到了妈妈。点赞好心店主！ http://t.cn/A6opheGw ???,Fri Oct 28 14:18:11 +0800 2022,30899,918,969
【寻梦天宫！#10个空间站阶段任务标识#】梦天实验舱转位完成后，“T”字基本构型组装完成，将静待天舟五号货运飞船和神舟十五号载人飞船到来。天宫梦圆，只待今朝！@载人航天小喇叭 ???,Fri Oct 28 13:23:29 +0800 2022,1991,786,1421
【#秋日的北京钓鱼台银杏大道#】10月28日，北京。钓鱼台银杏大道叶片金黄，宛如披上“黄金甲”。#钓鱼台银杏大道黄了# ???,Fri Oct 28 12:50:49 +0800 2022,5393,1221,1599
【收藏！#花式动肩操放松肩颈#】如何缓解肩颈不舒服？专家教你一套“花式动肩操”，每天动一动，缓解肩颈不适，增加肩关节灵活性。戳视频，学起来↓↓http://t.cn/A6oN89et ???,Fri Oct 28 12:01:51 +0800 2022,1484,325,668
【一夜入冬？#周末北方多地雨雪#】据@中国气象局 预计28至30日，受短波槽和冷空气共同影响，西北地区东部、内蒙古中东部、华北中北部、东北地区等地有小雨或雨夹雪，其中陕西北部和内蒙古中南部等地有中雨，内蒙古东北部和黑龙江北部等地有小到中雪，局地大雪。请增添衣物，注意保暖。网友：#春夏咻冬# ???,Fri Oct 28 11:17:48 +0800 2022,827,388,249
【#太空视角黄河入海流#】大约1300年前，唐朝的诗人登上鹳雀楼，写下“白日依山尽，黄河入海流，欲穷千里目，更上一层楼”。如今，我们上到了更高的“楼”，#神十四航天员实拍到黄河入海#。一条大河的诗和远方，从想象到看见，大概，这就是中国人的浪漫。@我们的太空 ???,Fri Oct 28 10:26:44 +0800 2022,2359,669,855
【上海市委主要负责同志职务调整】日前，中共中央决定：李强同志不再兼任上海市委书记、常委、委员职务，陈吉宁同志兼任上海市委委员、常委、书记。 （????新华社） ???,Fri Oct 28 09:55:01 +0800 2022,3841,921,803
【#蔡茂强也曾救援重庆山火#】10月21日，在扑救新田县森林火灾时，蔡茂强不幸牺牲，年仅23岁。在不久前重庆山火救援中，他也是最早一批抵达救援的消防力量之一。蔡茂强出生于汶川贫困山区，汶川地震时，一家人被武警战士从废墟中解救，#蔡茂强汶川地震后就立志当兵#。http://t.cn/A6oNu97L ???,Fri Oct 28 09:33:43 +0800 2022,3512,677,516
【#10月27日新增214例本土确诊# #10月27日新增1123例本土无症状#】10月27日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例262例。其中境外输入病例48例，含1例由无症状感染者转为确诊病例；本土病例214例（内蒙古37例，广东27例，山西26例，湖南24例，四川15例，福建13例，陕西 ???,Fri Oct 28 09:02:12 +0800 2022,632,431,148
【#大理连片海菜花盛开#】10月，云南省大理剑川县。清澈的水面上，海菜花连片盛开，随波摇曳；蓝天白云下，渔民划着小船从海菜花边划过，相映成趣。据悉，剑湖海菜花群落已恢复约600亩。看#海菜花特写#↓↓http://t.cn/A6oNR8p6 ???,Fri Oct 28 08:34:50 +0800 2022,5324,1300,1263
【@ 全体党员 ，#30个知识点带你学习党章#】10月22日，中国共产党第二十次全国代表大会通过了《中国共产党章程（修正案）》。党章是党的总章程，学习党章是全体党员的基本功。#中国共产党章程发布#，这些知识点收藏学习↓↓↓ ???,Fri Oct 28 08:03:22 +0800 2022,20393,1215,16831
【重温！那些#陪伴了童年的动画片#[心]】《黑猫警长》《宝莲灯》《葫芦兄弟》《大闹天宫》，这些经典的动画片，“承包”了许多人的美好童年，哪部让你印象最深刻？#90秒重温童年经典动画片#↓↓回忆不老，童心常在。今天世界动画日，传递这份童趣回忆！ http://t.cn/A6oNHAjt ???,Fri Oct 28 07:35:13 +0800 2022,4326,1229,1604
【不辜负时光，为更好的未来拼搏】勤于制定计划，让工作生活井井有条；坚持每日运动，锻炼体魄也舒缓身心；学会管理情绪，用乐观心态迎接未知挑战。9种积极向上的生活方式↓↓↓从现在开始，珍惜时光，为更好的未来而拼搏。愿你拥有向上的人生，成就更好的自己。共勉，早安！ ???,Fri Oct 28 06:58:05 +0800 2022,3386,1718,2585
【#你好，明天#】“你永远可以相信中国科技！”脱口秀演员王十七患有扩张型心肌病，中国自主研发的人工心脏让他绝处逢生。风趣而又乐观向上，这是一颗强大的内心；没有心跳却能像正常人一样生活，这背后是强大的中国心。为不屈的灵魂点赞，为不断带给大众福祉的中国科技喝彩！ http://t.cn/A6oNJsIJ ???,Thu Oct 27 23:06:39 +0800 2022,2919,698,539
习近平在瞻仰延安革命纪念地时强调：弘扬伟大建党精神和延安精神，为实现党的二十大提出的目标任务而团结奋斗。 http://t.cn/A6oNMoPe ???,Thu Oct 27 22:17:24 +0800 2022,3871,582,1023
【夜读：#生活中值得坚持的8件事#】①葆有爱心：爱心绽放的地方，生命便能欣欣向荣；②面带微笑：勇敢抬起脚、跨过去，才能到达你想要去的地方；③规律作息：时间长了，你自会体验到满满的幸福感；④学会自省：得与失、成与败乃人生常态。 http://t.cn/A6oNI8uY ???,Thu Oct 27 22:02:44 +0800 2022,2436,1312,1358
习近平：延安时期要求党的干部“把屁股端端地坐在老百姓这一面”，形成了“只见公仆不见官”的生动局面。 http://t.cn/A6oNthly ???,Thu Oct 27 20:37:17 +0800 2022,7066,972,1351
【#千年盐湖群美成了眼影盘#】近日，陕西榆林定边盐湖群呈现出色彩斑斓的美丽景观，从空中俯瞰犹如大自然的眼影盘。据悉，这片盐湖群距今已有2000多年的历史，是我国最古老的盐湖之一，也是陕西唯一的湖盐产区。http://t.cn/A6oCdq3h ???,Thu Oct 27 20:17:54 +0800 2022,2426,460,437
【醉清秋！#动车驶过云雾缭绕的秦岭#】秋雨过后，巍巍秦岭山中烟雾缭绕，仿若仙境，飞驰而过的动车给山水画卷增添了一丝灵动，美不胜收。http://t.cn/A6oCYXwl ???,Thu Oct 27 19:48:09 +0800 2022,1256,407,364
【绝美！#90后老师在黄河石上画出敦煌飞天#】近日，甘肃兰州，美术老师马思琪用黄河石画出一幅幅栩栩如生的画作，惊艳了网友。在她手中，平日里不起眼的石头变成了可以绘画、具有审美价值的艺术品。从起稿到涂色、上漆一共用了3天，她希望用自己的绘笔创作出更多的甘肃元素。http://t.cn/A6oN7yMu ???,Thu Oct 27 19:12:28 +0800 2022,2420,422,305
【#中国游泳运动员李冰洁打破世界纪录#】在刚刚进行的2022年短池世锦赛达标赛女子400米自由泳决赛中，中国队选手李冰洁@_李冰洁-fighting 以3分51秒30的成绩，超过了原世界纪录（3分53秒92），恭喜！（人民日报记者孙龙飞、王亮） ???,Thu Oct 27 18:17:38 +0800 2022,5983,702,635
【泪目！#23岁消防员烈士生前最后1条朋友圈#】10月24日，在湖南永州新田县森林火灾中牺牲的救火英雄蔡茂强、肖建强，被批准为烈士。2008年汶川地震时蔡茂强一家获救，14后他成为汶川县森林消防大队消防员，牺牲时年仅23岁。他生前最后一条朋友圈发于20日赶往火场途中，配文：还有三十秒到达战场。 ???,Thu Oct 27 17:44:11 +0800 2022,3408,627,431
【#教你一套动作放松肩关节#】一套动作，改善肩关节灵活性，让肩关节放松一下~（生命时报） ???,Thu Oct 27 17:10:11 +0800 2022,2346,393,1119
【习近平带领中共中央政治局常委赴陕西延安瞻仰延安革命纪念地】中共中央总书记、国家主席、中央军委主席习近平带领中共中央政治局常委李强、赵乐际、王沪宁、蔡奇、丁薛祥、李希，赴陕西延安瞻仰延安革命纪念地。27日上午，习近平等先后瞻仰了中共七大会址、毛泽东旧居等，并在延安革命纪念馆参观《伟 ???,Thu Oct 27 16:53:18 +0800 2022,3323,477,753
"【#国防部称台独是绝路统一是正途#】10月27日下午，国防部举行例行记者会，国防部新闻局副局长、国防部新闻发言人谭克非大校答记者问。
记者：台湾地区领导人蔡英文10月10日发表所谓“讲话”称，将加速推进台自身军力建设、构建不对称战力。另据报道，台防务部门近日将提出2023年度预算案报告，大幅提 ???",Thu Oct 27 16:37:02 +0800 2022,2084,429,403
【#150秒感受大熊猫有多可爱#】#今天国际熊猫日#，一起来感受滚滚的可爱吧~http://t.cn/A6oCmue8 ???,Thu Oct 27 15:46:35 +0800 2022,1629,569,622
【#7家非法社会组织网站被依法关停#】近日，民政部、中央网信办、工业和信息化部持续深入落实中央关于打击整治非法社会组织决策部署，精准发力，有效打击，依法关停了2022年第四批7家非法社会组织网站及相关新媒体账号，清除了有关关联网页。http://t.cn/A6oCk4dw ???,Thu Oct 27 15:15:06 +0800 2022,988,222,286
【#民警开车巡逻路遇2只野生老虎#】25日，吉林延边边境管理支队民警在巡逻时发现2只野生东北虎。它们在此路段来回徘徊20分钟左右，随后离去。派出所立即向辖区群众发出预警信息，及时派出巡逻警力到附近村屯进行宣传，告知大家在家中管好门窗，减少出门，户外作业要有可靠保护设施，防止被老虎伤害。 ???,Thu Oct 27 15:05:43 +0800 2022,1651,653,476
【收藏！#1个动作有效放松肩颈#】如果你的颈部肌肉处在过于紧张的状态，试试“放风筝”的动作↓↓缓解颈部疲劳，一起练起来！http://t.cn/A6oCTANA ???,Thu Oct 27 14:41:15 +0800 2022,1386,233,765
【#1分钟感受绝美花开瞬间#】用延时摄影记录下各类品种花朵开放的瞬间，戳视频↓↓感受美的绽放。http://t.cn/A6oC8oNh ???,Thu Oct 27 14:20:23 +0800 2022,1353,327,397
【#日照金山与彩虹同框有多绝#】近日，云南香格里拉虎跳峡，日照金山与彩虹惊喜同框。雪山在阳光的照耀下熠熠生辉，雪峰之上一轮彩虹在云间矗立，与金山交相辉映，震撼而又壮美。http://t.cn/A6oCdDm2 http://t.cn/A6oCdFNQ ???,Thu Oct 27 13:43:59 +0800 2022,2361,430,507
【心痛！#汶川地震获救少年14年后救火牺牲#】10月17日，湖南省永州市新田县发生森林火灾，10月21日9时42分左右，火场局部突发爆燃，为掩护地方扑火队员和战友撤离，蔡茂强被严重烧伤，经抢救无效壮烈牺牲。蔡茂强出生于1999年12月，2008年汶川地震时蔡茂强一家被武警战士从废墟中解救。湖南怀化救援队 ???,Thu Oct 27 13:27:04 +0800 2022,20332,2588,2830
【周知！#年轻人如何预防胆结石#】“不好好吃饭”总有各种各样的借口。临床证据显示，经常不吃早饭或诱发胆囊炎，且高脂、高胆固醇饮食等都可能积累胆结石。在20岁~35岁的女性胆石症患者中，80%~90%的人有不吃早餐的习惯。如何预防？戳图了解↓↓↓@生命时报 ???,Thu Oct 27 12:21:51 +0800 2022,1850,504,1103
【震撼！#云南版天空之镜有多美#】近日，云南昆明，22岁的摄影爱好者谢女士@拍照妮孩 拍下云南版“天空之镜”。这里是云南昆明的干沟尾，当天下午那里恰巧刚刚下过雨，空气十分干净，水面才能呈现出完美的天空倒影。戳视频，一起感受↓↓↓http://t.cn/A6oCGuvD ???,Thu Oct 27 11:15:28 +0800 2022,2901,646,717
【转存！#党的二十大报告提到了这些战略#】扩大内需战略、自由贸易试验区提升战略、国家文化数字化战略……更多↓↓收藏学习！ ???,Thu Oct 27 10:04:45 +0800 2022,3764,663,2885
【#圆明园银杏最佳观赏期来了#】近日，北京，圆明园银杏进入最佳观赏期，并将一直延续到11月上旬。圆明园三园交界至西洋楼遗址西口近千米的“银杏大道”，吸引众多游客驻足观赏。戳图感受#圆明园的秋#↓↓↓ ???,Thu Oct 27 09:29:28 +0800 2022,7987,4744,7404
【#10月26日新增193例本土确诊# #10月26日新增924例本土无症状#】10月26日0―24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例231例。其中境外输入病例38例（福建16例，上海5例，广东5例，北京3例，江苏3例，四川2例，天津1例，内蒙古1例，浙江1例，山东1例），含4例由无症状感染者 ???,Thu Oct 27 09:02:26 +0800 2022,661,395,172
【谢谢你！#热心小哥抱抱侠找到了#】#抱抱侠抱起阿姨的画面太暖了#近日，一名带助行支架行走的阿姨在车流中过马路时，被一名热心小哥单手抱起送到路边，网友为这名暖心小哥取名“抱抱侠”。经多方努力，“抱抱侠”终于被找到了！他叫刘玉金，今年35岁，是杭州电信临平分公司开发区支局的员工。他说：“ ???,Thu Oct 27 08:26:10 +0800 2022,23628,1536,1678
【美！#这就是秋天的氛围感#[心]】丹枫迎秋、金桂飘香、秋水潺潺……中华大地秋色正浓，各地秋景美如油画，纷纷开启缤纷模式，唯美而又动人心弦。送你一组#秋色壁纸#↓↓↓你家乡的秋天有多美？ ???,Thu Oct 27 08:03:49 +0800 2022,3405,2309,4010
【#9个高频词看二十大报告#】党的二十大报告全文发布，“人民”“发展”“新”等词被反复提及。9个高频词，带你学习↓↓↓收藏！ ???,Thu Oct 27 07:33:19 +0800 2022,6714,847,4941
【一直努力的你请相信，时光不会被辜负】今天，#2022年第300天#。时光匆匆，转瞬即逝，你是否把握住时间为自己奋斗？未来，还有多少愿望等你实现？每一次付出，都会在某个时刻回馈你。成功没有所谓的一蹴而就，真正让人受益的是最朴实的认真和最枯燥的勤勉。愿你不敷衍自己，不辜负时间。加油！ ???,Thu Oct 27 06:58:48 +0800 2022,3762,1754,2956
【#你好，明天#】00后小伙马宏达“刮腻子”刮成世界技能大赛冠军，实现中国队在该项目上金牌“零”的突破。勤学苦练，把每一个动作刻进肌肉记忆里；壮志在胸，为国出战就要展现最好一面。岗位平凡，做到极致便是精彩。时代舞台无比广阔，让青春在创新创造中闪亮。http://t.cn/A6oorzzu ???,Wed Oct 26 22:58:02 +0800 2022,3013,668,532
【夜读：#越活越年轻的9个好习惯#，请让自己养成】①规律作息：作息得当的人，大多精力充沛，脸上神采奕奕；②均衡饮食：荤素适量，更有利于身体健康；③锻炼身体：跑步、爬山、游泳，你会发现身体状况和精神状态都能得到极大提升；④外表整洁：注重形象管理，本身也是一种积极的生活态度。  ???,Wed Oct 26 22:28:34 +0800 2022,2850,1304,1598
【#航拍深秋斑斓彩林有多美#】近日，四川阿坝。时节渐寒，秋意愈浓，航拍下的彩林层层叠叠、色彩斑斓。http://t.cn/A6oCPwC1 ???,Wed Oct 26 22:07:46 +0800 2022,1853,563,555
