id,user_id,用户昵称,微博正文,话题,转发数,评论数,点赞数,发布时间
4.83935E+15,1735924965,尔鱼我炸sunny,FIFA卡塔尔世界杯揭幕战-------O网页链接对于生活中很多事该看淡就要看淡了，瑞士喀麦隆不要执迷于过去，乌拉圭vs韩国乐观的活在未来，才是人生最好的活法，葡萄牙加纳其是到了这个年纪，也该明白这三个道理了，。,,0,0,0,2022/11/24 15:35
4.83935E+15,3210090747,我曾在那一角落遇蒲公英,我们将要开始世界杯最盛大的足球比赛，希望能让所有葡萄牙人感到骄傲和喜悦。”C罗还表示，没有什么是不可能的。#卡塔尔世界杯#11??24日18:00瑞士～喀麦隆葡萄牙～加纳推介（斯信）世界杯#好物推荐#,"卡塔尔世界杯,好物推荐",0,0,0,2022/11/24 15:35
4.83935E+15,7528279985,lllllyyyyyyyy333,我在蒙牛2022卡塔尔#世界杯#抽奖大转盘活动中获得68积分！快来和我一起做任务抽奖赢好礼吧！世界杯期间每进一球蒙牛还会送出1000箱奶，记得#无论谁进球都来找蒙牛#！O网页链接,"世界杯,无论谁进球都来找蒙牛",0,0,0,2022/11/24 15:35
4.83935E+15,2277250175,GuAn关郑,23卡塔尔世界杯-------O网页链接落红翩翩舞22，时光悄悄逐。问世间，谁能不向年华认输，只叫愁客一生感悟。乌拉圭vs韩国岁月就如同片片的落红般，划过人间的尘埃，,,0,0,0,2022/11/24 15:35
4.83935E+15,7298834314,短短栩,#近击卡塔尔#@金典SATINE哈哈哈这些小游戏让我更加感受到世界杯的氛围了，玩一玩小游戏，喝着金典奶，为世界杯加油,近击卡塔尔,0,0,0,2022/11/24 15:35
4.83935E+15,3795205035,大嘎吼-渣渣辉,梅西世界杯首球2022卡塔尔世界杯#我的秋日plog#L大嘎吼-渣渣辉的微博视频,我的秋日plog,0,0,0,2022/11/24 15:35
4.83935E+15,1665798255,凌V可依,一直很爱当年贺炜的一句话“你爱上一件事物，不是因为它的成败，而是它的气质！”入坑足球??是因为喜欢狮王卡恩够刚够血性！可近十几年的德国??，无论世界杯还是欧冠都让我深深怀疑还是不是我爱的那个德意志战车？除了在我爱的诺爸身上还能看到一点少得可怜的硬汉和铁血外（可小新一转眼也36了，可能最后一次世界杯了，还能跑对方禁区几次?），整个队踢得犹豫、软绵～完全没有了曾经会让你看比赛看到热血沸腾的那种快速运转、干净利落、大开大合、硬拼到底的气质～无锋也无后防（网友评论“前场绣花，后场稀烂”），也没了最拿手的定位球绝招，无论打什么队都让你提心吊胆，转眼十几年已经被这支德国队??虐得没脾气，速效救心丸都不用吃了～?（非球迷仅追星诺伊尔的鄙见，可能不仅是个人能力问题，也是训练和战术问题吧）无比好怀念当年那辆载着小新、k神、二娃、小猪、小媳妇、博阿滕、拉姆、戈麦斯……管他三七二十一，硬扛拼到底，一路向前狂奔的日耳曼战车呀～???德国球迷俱乐部#诺伊尔##卡塔尔世界杯#2022卡塔尔足球世界杯#德国vs日本#,"诺伊尔,卡塔尔世界杯,德国vs日本",0,0,0,2022/11/24 15:35
4.83935E+15,1433578417,跨海望日升,2022年卡塔尔世界杯一吉祥物拉伊卜走红“饺子皮”,,0,0,0,2022/11/24 15:35
4.83935E+15,1919291765,武汉铁路,#武铁微分享#【追梦大力神杯！今晚，#C罗出战#！】16年前，C罗首登世界杯赛场。今晚00：00，#葡萄牙对阵加纳#，C罗的第五次世界杯之旅即将启程，他将再次向大力神杯发起冲击！#C罗卡塔尔世界杯首秀#，一起期待！L人民日报的微博视频,"武铁微分享,C罗出战,葡萄牙对阵加纳,C罗卡塔尔世界杯首秀",0,0,0,2022/11/24 15:35
4.83935E+15,1619501602,脱力宇宙,卡塔尔世界杯Hj77.CC/世界杯/迈求一个人起码要在感情上失恋一次，在事业上失败一次，在选择上失误一次，才能真正的长大。所以，别怕输不起，一切来得及。推荐楼底与楼顶的风景，永远不同，谁也别羡慕谁。乌拉圭韩国,,0,0,0,2022/11/24 15:35
4.83934E+15,6156735356,正义小黄鸭,卡塔尔新晋网红-地铁男?#卡塔尔是懂指路的##世界杯预测#L正义小黄鸭的微博视频,"卡塔尔是懂指路的,世界杯预测",12,25,69,2022/11/24 15:00
4.83934E+15,5699428525,临潼检察,【#哪届世界杯吉祥物是你最爱#？】近日，卡塔尔世界杯吉祥物拉伊卜受到关注。历届世界杯吉祥物，哪个是你的青春记忆？戳视频↓↓一起回忆！L人民日报的微博视频,哪届世界杯吉祥物是你最爱,0,0,0,2022/11/24 15:00
4.83934E+15,1043320390,半岛晨报,【#乌拉圭vs韩国#，你看好哪队？】#直击卡塔尔世界杯#今日21:00，韩国迎战乌拉圭。沙特、日本两支亚洲均在世界杯首秀中成为亚洲之光，那么韩国队能不能继续亚洲奇迹，乌拉圭vs韩国，你看好哪队？#世界杯预测##压力来到韩国这边#乌拉圭vs韩国，你看好哪队？,"乌拉圭vs韩国,直击卡塔尔世界杯,世界杯预测,压力来到韩国这边",0,0,293,2022/11/24 15:00
4.83934E+15,2733916771,开封市场监管,【今晚，#C罗五战世界杯#】18:00至凌晨，瑞士将对战喀麦隆，乌拉圭对战韩国，#葡萄牙迎战加纳#，目前世界排名第一的巴西对阵塞尔维亚。苏亚雷斯、卡瓦尼、孙兴O、C罗、内马尔等球星有望先后登场，其中，C罗将迎来个人第5次世界杯之旅。你最期待谁？关注#2022卡塔尔世界杯#！L央视新闻的微博视频,"C罗五战世界杯,葡萄牙迎战加纳,2022卡塔尔世界杯",0,0,0,2022/11/24 15:00
4.83934E+15,5121957471,ShanG-ZP,#世界杯预测##C罗第5次世界杯之旅##C罗说要让所有葡萄牙人骄傲#卡塔尔世界杯小组赛第1轮，今晚乌拉圭对韩国来预测一下本场你最看好哪支球队取胜，继沙特和日本之后还会继续爆冷门吗？乌拉圭对韩国本场你最看好哪支球队取胜？,"世界杯预测,C罗第5次世界杯之旅,C罗说要让所有葡萄牙人骄傲",0,1,1,2022/11/24 15:00
4.83934E+15,7012740989,咪咕娱乐,#卡塔尔世界杯官方用球叫什么#?周杰伦世界杯彩蛋足球知识大科普你们知道本届世界杯的官方用球叫什么吗？它的中文翻译又是什么意思？今晚就来周杰伦世界杯彩蛋探索Al?Rihla背后的黑科技，和周董一起涨知识啦～#世界杯预测##卡塔尔是懂指路的#L咪咕体育的微博视频,"卡塔尔世界杯官方用球叫什么,世界杯预测,卡塔尔是懂指路的",0,0,0,2022/11/24 15:00
4.83934E+15,5062278171,-落落还是落落-,我在蒙牛2022卡塔尔#世界杯#抽奖大转盘活动中获得288积分！快来和我一起做任务抽奖赢好礼吧！世界杯期间每进一球蒙牛还会送出1000箱奶，记得#无论谁进球都来找蒙牛#！O网页链接,"世界杯,无论谁进球都来找蒙牛",0,0,0,2022/11/24 15:00
4.83934E+15,7365095516,赣州蓉江新区,【追梦大力神杯！今晚，#C罗出战#！】16年前，C罗首登世界杯赛场。今晚00：00，#葡萄牙对阵加纳#，C罗的第五次世界杯之旅即将启程，他将再次向大力神杯发起冲击！#C罗卡塔尔世界杯首秀#，一起期待！L人民日报的微博视频,"C罗出战,葡萄牙对阵加纳,C罗卡塔尔世界杯首秀",0,0,0,2022/11/24 15:00
4.83934E+15,6064041106,楼上明h,泥嚎，偶是卡塔尔王子，因世界杯失利流落中国，v我50聆听我的复仇计划,,0,2,3,2022/11/24 15:00
4.83933E+15,6096574542,用户6096574542,我在蒙牛2022卡塔尔#世界杯#抽奖大转盘活动中获得188积分！快来和我一起做任务抽奖赢好礼吧！世界杯期间每进一球蒙牛还会送出1000箱奶，记得#无论谁进球都来找蒙牛#！O网页链接,"世界杯,无论谁进球都来找蒙牛",0,0,0,2022/11/24 13:59
4.83933E+15,5700336695,徐娜什么时候变富婆,虽然我不懂足球但我老公会踢内马尔#内马尔帅##卡塔尔世界杯#,"内马尔 帅,卡塔尔世界杯",0,2,3,2022/11/24 13:59
4.83933E+15,7728270349,新闻种草官,#为什么真的不建议你去赌球#【中纪委：#莫让赌球毁了年轻干部#】#中纪委发警告莫让赌球毁了年轻干部#11月24日，中央纪委国家监委网站发布了一篇题为《莫让赌球毁了年轻干部》的文章。文章指出，世界杯期间往往是赌球诈骗的高发期。眼下，2022年卡塔尔世界杯激战正酣，多地公安机关发布提示信息，呼吁网友远离网络赌球，一些视频网站也对涉及赌博导流的账号采取了封禁措施。记者梳理纪检监察机关近年来查处的违纪违法案例发现，因赌球迷失信仰、坠入贪腐深渊的党员干部并不鲜见。铲除赌球等歪风邪气的生存土壤，加强对年轻干部教育管理监督，依然任重道远。从涉赌经历看，这些年轻干部大多社会阅历不深、盲目乐观自信，尤其对网络赌球的危害认识不够，往往以“玩”的心态开启“赌”的大门。,"为什么真的不建议你去赌球,莫让赌球毁了年轻干部,中纪委发警告莫让赌球毁了年轻干部",0,0,0,2022/11/24 13:59
4.83933E+15,6857728452,春风小足,#世界杯#在韩国队的卡塔尔世界杯首战即将到来之际，韩国媒体也期待着孙兴O能够创造韩国球员在世界杯历史上的个人进球数新纪录。当前韩国球员在世界杯上的个人进球数纪录为3个，是由安贞焕、朴智星以及孙兴O共同保持。2002年韩日世界杯，安贞焕在对阵美国队的小组赛中扳平比分，对阵意大利的16强赛也完成破门，2006年德国世界杯上他再入一球。朴智星在韩日世界杯与葡萄牙的最后一场小组赛取得自己在世界杯的首个进球，而他在连续三届世界杯赛事中均贡献了进球。2014年巴西世界杯对阵阿尔及利亚的比赛中，孙兴O攻入了他在世界杯的首球。4年前的俄罗斯世界杯小组赛第2轮和第3轮比赛，孙兴O连续完成破门。,世界杯,0,1,0,2022/11/24 13:59
4.83933E+15,2292844073,wnechn,乌拉圭vs韩国葡萄牙，巴西迎来首战#卡塔尔世界杯#,卡塔尔世界杯,12,12,13,2022/11/24 13:59
4.83933E+15,6025738899,嗯今晚月光很美,10问针针见血卡塔尔世界杯也没说进场要提供48小时核酸证明，现在世界杯不照样正常进行香港资本主义制度，现在放开不也没啥事儿么三年了，也不知道我打的针有啥用，总算知道为啥有钱人都要去外国了看来任何一场战役都要通过流血才能解决，只不过流血在国内没有像国外那样干脆,,0,0,2,2022/11/24 13:59
4.83933E+15,6180554654,演绎微笑SQ,德国爆冷的背后#卡塔尔世界杯##德国vs日本#O网页链接,"卡塔尔世界杯,德国vs日本",0,1,0,2022/11/24 13:59
4.83933E+15,1929351707,绫熹今天恰莫斯,越不越位？“半自动”AI将亮相卡塔尔世界杯，在以往的足球比赛中，人们最担心的问题之一就是裁判误判越位，因为哪怕是一个轻微的失误判决都可能影响整场比赛的结果。不过现在好了，足球裁判将迎来一个强大的助手――人工智能。近日，国际足联在其官方网站宣布，今年冬天举行的国际足联卡塔尔世界杯将首次正式使用半自动越位判罚技术，该技术将利用人工智能来辅助主裁判做出更精准的越位判罚，最大程度降低越位误判情况的出现。其系统的运行路径可以拆分为两个关键步骤。首先，要确定进攻队员最后一脚传球的时间。这一方面主要依赖于本届卡塔尔世界杯的官方比赛用球AlRihla。其内置的惯性测量单元（IMU）传感器在数个柔软支架的支撑下被放置在了皮球内部的正中心，能够以每秒500次的频率向决策中心发送皮球的运行数据。国际足联技术与创新总监约翰内斯・霍兹米勒表示，该传感器可以实时发送皮球在多方向运行上的加速度信息，系统将根据皮球加速度的变化，自动判断出皮球离开进攻队员脚部的精准时间。在最为关键的画越位线环节，该系统主要依赖于布置在体育场屋顶下方的12个专用跟踪摄像头。它们将运用视频动作捕捉技术，跟踪每个球员身体上的29个相关部位，形成29个数据点，以每秒50次的频率，将包含位置、时间等信息的数据发送至决策中心。最后系统会将皮球传回的时间信息和摄像头跟踪得到的球员肢体位置信息进行整合、计算，得出最终的结果。虽然听起来有些复杂，但整个过程只需要3到4秒，裁判就可以得到一个由系统计算出的精确结果。而如果最终主裁判决定采纳该结果，系统就会通过运动员身体上29个数据点采集到的数据，借助3D人体姿态重建技术，自动生成一段3D动画，该动画将以最佳视角详细画出越位线的位置以及越位球员在接球时身体各部位的位置，并在体育场的巨型屏幕上及转播画面中播放，让球迷们看得“心服口服”。然而国际足联裁判委员会主席皮耶路易吉・科里纳反复强调，该方案之所以命名为“半自动越位判罚技术”，便是因为其只能为主裁判提供是否越位的参考结果，而无法做出最终判罚。#半自动越位识别系统靠谱吗#,半自动越位识别系统靠谱吗,1,0,1,2022/11/24 13:59
4.83933E+15,5944371870,绿色黄草营,#卡塔尔世界杯#《サッカ―訾巍明治S新’》（足球场上的明治维新）西塞罗撰文说：①不是德国踢得太差，而是日本改得太快。我们正在见证的，是一次球场上的“明治维新”。②但如果说当年输给比利时只能算是惜败，那么这次，日本队以同样的技战术水准、同样的小快灵，险胜同样“大马金刀”“黑白混编”的德国人，难道真的能算冷门么？③甚至说得不妨形象一点，日本人，正在迅速而不断地完成一次球场上的“明治维新”。通过一次次惜败、险胜、和赛后反思，一步步缩小他们与顶级强队的差距。@日本杂记,卡塔尔世界杯,0,0,2,2022/11/24 13:59
4.83933E+15,6781415979,百科事务所,【#日本赢球各国球迷祝贺中国小伙#小伙：我们的队没来】#世界杯精彩时刻#据@信号财经报道：11月24日，有网友发视频称，自己在卡塔尔的球迷广场看比赛，日本队2:1战胜德国队之后，各国球迷纷纷向他表示祝贺，他尴尬地跟球迷们解释自己是中国人。视频中，该男子向一位真正的日本人表示祝贺，并说自己真的非常羡慕他。他心酸的表示：“我们的队并没有来到世界杯，sosad。”L信号财经的微博视频,"日本赢球各国球迷祝贺中国小伙,世界杯精彩时刻",0,1,0,2022/11/24 13:59
4.83935E+15,7398778121,洲长2005,买下世界杯的卡塔尔，究竟是一个怎样的国家？#世界杯##卡塔尔##卡塔尔究竟是怎样的存在#全景历史地理的微博视频,"世界杯,卡塔尔,卡塔尔究竟是怎样的存在",0,0,0,2022/11/24 15:35
4.83935E+15,7745760310,有点马琪朵,#卡塔尔世界杯官方用球叫什么#相信今天晚上这就能给我们带来的这个世界的彩蛋有很多的惊喜等着我们的，都给我蹲起来,卡塔尔世界杯官方用球叫什么,0,0,0,2022/11/24 15:35
4.83935E+15,7596349027,音综那些事,#卡塔尔世界杯官方用球叫什么#终于让我等到了呀，周杰伦的世界杯彩蛋来了呀，你们是不是也和我一样开始迫不及待到晚上了呢？真的是好想立刻看到呢,卡塔尔世界杯官方用球叫什么,0,0,1,2022/11/24 15:35
4.83935E+15,5022920474,苏曼日语,#卡塔尔世界杯#本届的“日本球迷在世界杯捡垃圾”名场面高清图来了……（twi：gnudaikisika）,卡塔尔世界杯,0,0,1,2022/11/24 15:35
4.83935E+15,3178464252,#NAME?,FIFA卡塔尔世界杯揭幕战B柱---------葡萄牙坚定的信念是获取成功的动力。虽然本泽马错失机会在困难推荐面前，加纳也改不了他曾是C罗的最强伙伴如果我们能在众人都放弃时巴西再多坚持一秒，那么乌拉圭VS韩国，最后的胜利一定是属于片片落叶的。,,0,0,0,2022/11/24 15:35
4.83935E+15,5216273557,TB赛事策划,【#克罗地亚vs摩洛哥#】天博体育世界杯赛事报道：11月23日晚，2022年卡塔尔世界杯继续进行，F组的一场对决在海湾体育场展开，天博体育合作伙伴克罗地亚对阵摩洛哥。经过90分钟的激战，两队0比0战平。LTB赛事策划的微博视频,克罗地亚 vs 摩洛哥,0,0,0,2022/11/24 15:35
4.83935E+15,5654254535,凤凰名人馆,【凤凰连麦|卡塔尔举办世界杯体育助力能源外交】自#世界杯#开幕以来，中国企业与#卡塔尔#签署了工期协议，#中国石化#还与卡塔尔能源公司签署了为期27年的液化天然气长期购销协议，年供400万吨。而美国国务卿也对卡塔尔进行了访问，也希望包括卡塔尔在内的中东国家能够更多向欧洲供应能源，卡塔尔在体育界和政界都是世界的焦点。,"世界杯,卡塔尔,中国石化",0,0,0,2022/11/24 15:35
4.83935E+15,7169679897,超级无敌大铁拳,#c罗说要让所有葡萄牙人骄傲##c罗#C罗将迎卡塔尔世界杯首秀：想让所有葡萄牙人感到骄傲！L超级无敌大铁拳的微博视频,"c罗说要让所有葡萄牙人骄傲,c罗",0,0,0,2022/11/24 15:34
4.83934E+15,7764357939,养了两只狗的马术骑手,当不同的马儿踢足球时#马##有匹尼寇的张大琪##卡塔尔世界杯#L养了两只狗的马术骑手的微博视频,"马,有匹尼寇的张大琪,卡塔尔世界杯",1,3,11,2022/11/24 14:59
4.83934E+15,1604509295,连过五人000,葡萄牙球迷俱乐部今晚首秀现场见！#围观世界杯##卡塔尔世界杯#,"围观世界杯,卡塔尔世界杯",0,12,7,2022/11/24 14:59
4.83934E+15,7721554832,好心态第一名,2022卡塔尔足球世界杯乌拉圭3:1韩国世界杯#s12最强预言家##世界杯~乌拉圭~韩国#,"s12最强预言家,世界杯~乌拉圭~韩国",0,0,0,2022/11/24 14:59
4.83934E+15,3675657612,宁夏日报,#这届世界杯的看点#【#足球运动具有哪些文化意义#】11月20日，世界杯足球赛在卡塔尔拉开帷幕，这是球迷们四年一度的狂欢。世界杯首次移师阿拉伯地区，更使人们感受到足球竞技与阿拉伯风情的完美结合。那么足球运动具有哪些具体的文化意义呢？对于这个问题，当代英国作家尼克・霍恩比在他的长篇小说《极度狂热》中为我们提供了一些思考的方向。《极度狂热》是尼克・霍恩比的自传体小说，出版于1992年，被认为是足球文学的里程碑式作品。小说通过主人公尼克的视角，描写他与阿森纳足球队之间长达20多年的联系，透过尼克在一场场足球赛中的所见所闻、所思所想，探讨足球运动所包含的社会和文化方面的意义。@光明日报O足球运动的多重文化意义,"这届世界杯的看点,足球运动具有哪些文化意义",0,0,0,2022/11/24 14:59
4.83934E+15,6084033731,Ailsa养猫时光,猫咪换装卡塔尔小王子，饺子皮乱飞，还丢了罐头！#萌宠预测世界杯##萌宠初冬日记##新星v计划#LAilsa养猫时光的微博视频,"萌宠预测世界杯,萌宠初冬日记,新星v计划",0,0,0,2022/11/24 14:59
4.83934E+15,2843919153,拉萨古修哪,藏人言，参加社交要条件，灌好血肠要鲜血（??????????????????????????????????????????????????），这次卡塔尔为世界杯豪掷千亿绝对值得，这不是一个暴发户挥霍无度的冲劲。真所谓巾帼不让须眉，卡塔尔有今日都是靠想当年整个国家处于风口浪尖时挽狂澜于既倒，扶大厦之将倾的莫扎夫人之聪明才知。这位有着倾国倾城之美和护国兴邦之智的美女被中国人比喻成武则天和甄值取Ｖ灰她在，卡塔尔只有向世界物质文明的塔顶冲刺。,,0,0,2,2022/11/24 14:59
4.83934E+15,2803301701,人民日报,【追梦大力神杯！今晚，#C罗出战#！】16年前，C罗首登世界杯赛场。今晚00：00，#葡萄牙对阵加纳#，C罗的第五次世界杯之旅即将启程，他将再次向大力神杯发起冲击！#C罗卡塔尔世界杯首秀#，一起期待！L人民日报的微博视频,"C罗出战,葡萄牙对阵加纳,C罗卡塔尔世界杯首秀",162,249,1096,2022/11/24 14:59
4.83934E+15,6619289680,定西交通广播,11月24日，中央纪委国家监委网站发布了一篇题为《莫让赌球毁了年轻干部》的文章。文章指出，世界杯期间往往是赌球诈骗的高发期。眼下，2022年卡塔尔世界杯激战正酣，多地公安机关发布提示信息，呼吁网友远离网络赌球，一些视频网站也对涉及赌博导流的账号采取了封禁措施。记者梳理纪检监察机关近年来查处的违纪违法案例发现，因赌球迷失信仰、坠入贪腐深渊的党员干部并不鲜见。铲除赌球等歪风邪气的生存土壤，加强对年轻干部教育管理监督，依然任重道远。从涉赌经历看，这些年轻干部大多社会阅历不深、盲目乐观自信，尤其对网络赌球的危害认识不够，往往以“玩”的心态开启“赌”的大门。@定西同城,,0,0,0,2022/11/24 14:59
4.83934E+15,2423525135,pech1860,在卡塔尔的乌拉圭??球迷聚集在海滨的国际足联世界杯海报下，打出了一面乌拉圭国旗，唱着歌曲"SOYCELESTE"Lpech1860的微博视频,,0,0,3,2022/11/24 14:58
4.83934E+15,2569360232,最搞冷笑话,#世界杯预测#卡塔尔世界杯背后的女人：手握巨额财富，击败美日韩三国，拿下世界杯举办权，她是如何做到的#卡塔尔世界杯#L最搞冷笑话的微博视频,"世界杯预测,卡塔尔世界杯 ",3,2,7,2022/11/24 14:58
4.83933E+15,2430410367,范特西Footballer,#卡塔尔世界杯#亚洲两大球队纷纷爆种，现在压力来到了韩国队身上，乌拉圭??开始颤抖了吗？,卡塔尔世界杯,0,0,0,2022/11/24 13:59
4.83933E+15,1740907497,吕健中,#卡塔尔世界杯##乌拉圭vs韩国#投票乌拉圭vs韩国,"卡塔尔世界杯,乌拉圭vs韩国",1,0,507,2022/11/24 13:59
4.83933E+15,7458381266,导筒现场,《120万世界杯球迷为何不戴口罩？卡塔尔做了哪些努力？》来源于CC情报局，作者CC情报,,7,1,17,2022/11/24 13:59
4.83933E+15,1819758315,馨xyyyyy,德国球迷俱乐部卡塔尔世界杯加油,,0,0,0,2022/11/24 13:59
4.83933E+15,2156045842,吃瓜少女芒果酱,#卡塔尔是懂指路的#看看昨晚世界杯的帅哥04年的西班牙小奶狗球员加维L吃瓜少女芒果酱的微博视频,卡塔尔是懂指路的,2,1,80,2022/11/24 13:59
4.83933E+15,5506948558,包克松_172j_1980,19岁韩国音乐大赏20岁Billboard获奖，全美音乐奖登台表演21岁韩国最小年龄国家文化勋章授勋者22岁海外Sad?um巡演格莱美表演23岁B?llboardHot100一位，格莱美提名25卡塔尔世界杯开幕式表演，卡塔尔亲自邀请防弹少年团田郑国L包克松_172j_1980的微博视频,,0,0,0,2022/11/24 13:59
4.83933E+15,2993049293,央视体育,【C罗世界杯全进球】从2006年世界杯的点射破门，到2018年世界杯对阵摩洛哥的头球破门，4届世界杯，C罗共打入7球。C罗表示：“我们将要开始世界上最盛大的比赛，希望能让所有葡萄牙人感到骄傲和喜悦。”2022年卡塔尔世界杯很可能是C罗的最后一届世界杯，他将创造怎样的奇迹？今晚24点，葡萄牙VS加纳，关注央视体育全平台，静待C罗登场！#葡萄牙VS加纳##C罗今夜登场#L央视体育的微博视频,"葡萄牙VS加纳,C罗今夜登场",6,0,36,2022/11/24 13:59
4.83933E+15,2658353915,青春石大,#世界杯随处可见中国元素#揭幕战入场仪式上的中国护旗手、乘专机抵达卡塔尔的大熊猫“京京”“四海”、中国企业承建的卡塔尔世界杯主体育场、热销的世界杯纪念品，赛场内外，有太多与中国相关的元素。中国元素，尽显中国智慧，中国力量！！（来源：@央视新闻）,世界杯随处可见中国元素,0,0,2,2022/11/24 13:59
4.83933E+15,2619007410,躺在云彩里,#世界杯开幕式##卡塔尔世界杯##头顶一块布全球我最富教你做卡塔尔帽子L躺在云彩里的微博视频,"世界杯开幕式,卡塔尔世界杯",0,0,0,2022/11/24 13:59
4.83933E+15,3516144031,明珠电视,【#2022卡塔尔世界杯##乌拉圭vs韩国#】沙特2:1阿根廷，日本2:1德国，#压力来到韩国这边#今晚最后一支亚洲球队韩国队能否击败乌拉圭呢？让我们拭目以待！韩国队和乌拉圭队，你看好哪个球队赢？,"2022卡塔尔世界杯,乌拉圭vs韩国,压力来到韩国这边",0,0,35,2022/11/24 13:58
4.83935E+15,1163705593,迷路的木子洋洋的爷,#卡塔尔世界杯小将崛起#英雄出少年这届世界杯的热血小将们好耀眼！00后初登世界赛场，奔跑在绿茵场上挥汗如雨，有被这份梦想的力量燃到！#世界杯预测##压力来到韩国这边#L迷路的木子洋洋的爷的微博视频,"卡塔尔世界杯小将崛起,世界杯预测,压力来到韩国这边",0,0,0,2022/11/24 15:35
4.83935E+15,6183820886,八卦小钢炮,【C罗说要让所有葡萄牙人骄傲】【一起看卡塔尔世界杯】【卡塔尔是懂指路的】沙特球队希望同时引进C罗和梅西，计划世界杯后开启对话沙特足协已做好准备工作，两位一年的薪资将不低于一亿欧元~L八卦小钢炮的微博视频,,0,0,0,2022/11/24 15:35
4.83935E+15,2551122101,罗恒茶吧,得说说去#卡塔尔#看#世界杯#的记者和球迷，为啥防护服也不穿了，口罩也不戴了，这是什么觉悟，核酸做了吗？有没有自觉隔离？,"卡塔尔,世界杯",0,0,0,2022/11/24 15:35
4.83935E+15,2762199014,远洋未来广场_北京,旋木时光|卡塔尔世界杯官方授权正品文创开始售卖！,,0,0,1,2022/11/24 15:35
4.83935E+15,1854563221,江南大学,江南大学#小鼋趣谈室#大家最近有看#世界杯#嘛？这一届世界杯由卡塔尔举办，那上一届是由哪个国家举办的呢请选择,"小鼋趣谈室,世界杯",0,0,5,2022/11/24 15:34
